# Cargo label rule -> canonical role code (TAB separated, lowercase matching).
# Ported from bormeparser (GPLv3, (c) Pablo Castellano) -- cargo.py; see ADR-0012.
# L literal | R regex (digit runs generalised) | H head-word fallback.
L	adj.gerencia	ADJ_GERENCIA
L	adm. manco	ADM_MANCOMUN
L	adm. manco.	ADM_MANCOMUN
L	adm. mancom	ADM_MANCOMUN
L	adm. mancom.	ADM_MANCOMUN
L	adm. solid.	ADM_SOLIDARIO
L	adm. solida.	ADM_SOLIDARIO
L	adm. unico	ADM_UNICO
L	adm. unico.	ADM_UNICO
L	adm.adjunto	ADMINISTRADOR_ADJUNTO
L	adm.concur	ADM_CONCURS
L	adm.concurs.	ADM_CONCURS
L	adm.conjunto	ADMINISTRADOR_CONJUNTO
L	adm.judicial	ADM_JUDICIAL
L	adm.man.supl	ADMINISTRADOR_MANCOMUNADO_SUPLENTE
L	adm.prov.sol	ADMINISTRADOR_PROV_SOLIDARIO
L	adm.sol.supl	ADMINISTRADOR_SOLIDARIO_SUPLENTE
L	adm.solidar.	ADM_SOLIDARIO
L	adm.sup.man.	ADMINISTRADOR_MANCOMUNADO_SUPLENTE
L	adm.supl.	ADM_SUPLENTE
L	adm.suplente	ADM_SUPLENTE
L	adm.unico	ADM_UNICO
R	adm\. unico \d+	ADM_UNICO
L	admin.1o	ADMINISTRADOR_PRIMERO
L	admin.conc	ADM_CONCURS
L	admin.judic	ADM_JUDICIAL
L	admin.manc	ADM_MANCOMUN
L	admin.solid	ADM_SOLIDARIO
L	admin.unico	ADM_UNICO
L	admin.unico.	ADM_UNICO
L	administr.	ADMINISTRADOR
L	administrad	ADMINISTRADOR
H	administrador	ADMINISTRADOR
L	adminprovi	ADMINISTRADOR_PROV
L	admprovsolef	ADMINISTRADOR_PROV_SOLIDARIO_EF
H	ag.rev.tit.	AG_REV_TIT
L	ag.rev.tit.	AG_REV_TIT
L	apo.d.gral.	APODERADO_D_GENERAL
L	apo.man.soli	APODERADO_MANCOMUNADO_SOLIDARIO
L	apo.manc.	APO_MANC
L	apo.soc.uni.	APODERADO_SOC_UNI
L	apo.sol.	APO_SOL
L	apod.conjun.	APODERADO_CONJUNTO
L	apod.d.gral.	APODERADO_D_GENERAL
L	apod.manc	APO_MANC
L	apod.mancomu	APO_MANC
L	apod.sol-man	APODERADO_SOLIDARIO_MANCOMUNADO
L	apod.sol/man	APODERADO_SOLIDARIO_MANCOMUNADO
L	apod.solid	APO_SOL
L	apod.sucursa	APODERADO_SUCURSAL
L	apoderad.sol	APO_SOL
H	apoderado	APODERADO
L	apoderado	APODERADO
L	aud.c.c.conj	AUDITOR_CUENTAS_CONSOLIDADAS_CONJUNTO
L	aud.c.con.	AUD_C_CON
L	aud.manc	AUDITOR_MANCOMUNADO
L	aud.su.c.con	AUDITOR_SU_C_CON
L	aud.supl.	AUDITOR_SUPLENTE
L	aud.supl.c.c	AUDITOR_SUPLENTE_CUENTAS_CONSOLIDADAS
L	aud.supl.cc	AUDITOR_SUPLENTE_CUENTAS_CONSOLIDADAS
L	aud.tit.grup	AUDITOR_TIT_GRUP
L	audit.cc.sup	AUDITOR_CUENTAS_CONSOLIDADAS_SUPLENTE
L	audit.conjun	AUDITOR_CONJUNTO
L	audit.cuent.	AUDITOR_CUENTAS
L	audit.indiv.	AUDITOR_INDIVIDUAL
H	auditor	AUDITOR
L	auditor	AUDITOR
L	auditor cons	AUDITOR_CONS
L	auditor grup	AUDITOR_GRUP
L	auditor sup.	AUDITOR_SUPLENTE
L	auditor tit.	AUDITOR_TITU
L	auditor titu	AUDITOR_TITU
L	audt.cts.con	AUD_C_CON
L	aux.adm.conc	AUX_ADMINISTRADOR_CONC
H	c.ctr=e.prom	C_CTR_E_PROM
L	c.ctr=e.prom	C_CTR_E_PROM
L	censor cuent	CENSOR_CUENT
L	co.c.riesgos	CONSEJERO_COMISION_RIESGOS
L	co.de.ma.so	CONSEJERO_DELEGADO_MANCOMUNADO_SOLIDARIO
L	com estrateg	COMISION_ESTRATEG
L	com. audit.	COM_AUDIT
L	com.aud.ctrl	COM_AUDIT_CTRL
L	com.cons.fam	COM_CONS_FAM
L	com.control	COMISION_CONTROL
L	com.ctrl.y.s	COMISION_CONTROL_Y_S
L	com.ejecutiv	COMISION_EJECUTIVA
L	com.gerencia	COM_GERENCIA
L	com.liq	COMISION_LIQ
L	com.nomb.	COMISION_NOMB
L	comis.audito	COM_AUDIT
L	comis.contro	COMISION_CONTROL
H	comisar.si.o	COMISARIO_SI_O
L	comisar.si.o	COMISARIO_SI_O
H	comisario	COMISARIO
L	comisario	COMISARIO
H	comisinobli	COMI_SIN_OBLI
L	comisinobli	COMI_SIN_OBLI
H	comisr.sup.s	COMISARIO_SUP_S
L	comisr.sup.s	COMISARIO_SUP_S
L	coms.acreed.	COMISION_ACREEDORES
L	coms.del.inv	COMS_DEL_INV
L	coms.seguim.	COMISION_SEGUIMIENTO
H	coms.vigilan	COMS_VIGILAN
L	coms.vigilan	COMS_VIGILAN
L	con.del.com.	CONSEJERO_COMISION_DELEGADA
L	con.del.manc	CONSEJERO_DELEGADO_MANCOMUNADO
L	con.del.sup	CONSEJERO_DELEGADO_SUPLENTE
L	con.delegado	CON_DELEGADO
L	con.ind.	CONSEJERO_INDEPENDIENTE
L	con.ind.coor	CONSEJERO_IND_COOR
L	con.independ	CONSEJERO_INDEPENDIENTE
L	cons.	CONSEJERO
L	cons. deleg.	CON_DELEGADO
L	cons. idpte.	CONSEJERO_INDEPENDIENTE
L	cons.coor.ca	CONSEJERO_COOR_CA
L	cons.del.c.r	CONSEJERO_CONSEJO_RECTOR
L	cons.del.jun	CONSEJERO_DELEGADO_JUN
L	cons.del.m/s	CONSEJERO_DELEGADO_MANCOMUNADO_SOLIDARIO
L	cons.del.man	CONSEJERO_DELEGADO_MANCOMUNADO
L	cons.del.sol	CONS_DEL_SOL
L	cons.delegad	CON_DELEGADO
L	cons.dominic	CONSEJERO_DOMINIC
L	cons.ejecuti	CONSEJERO_EJECUTIVO
L	cons.ext.dom	CONSEJERO_EXT_DOM
L	cons.externo	CONSEJERO_EXTERNO
L	cons.honora.	CONSEJERO_HONORA
L	cons.indepen	CONSEJERO_INDEPENDIENTE
L	cons.interin	CONSEJERO_INTERIN
L	cons.otr.ext	CONSEJERO_OTR_EXT
L	cons.rector	CONSEJERO_CONSEJO_RECTOR
L	cons.suplent	CONSEJERO_SUPLENTE
L	consej.coord	CONSEJERO_COOR
H	consejero	CONSEJERO
L	consejero	CONSEJERO
L	consejero ej	CONSEJERO_EJECUTIVO
L	consejsuplen	CONSEJERO_SUPLENTE
L	consj. supl.	CONSEJERO_SUPLENTE
L	consj.domini	CONSEJERO_DOMINIC
L	contad.jta.d	CONTAD_JUNTA_DIRECTIVA
H	contador	CONTADOR
L	contador	CONTADOR
L	copre.comej	COPRESIDENTE_COMISION_EJECUTIVA
H	copresidente	COPRESIDENTE
L	copresidente	COPRESIDENTE
L	d. comercial	DIRECTOR_COMERCIAL
L	d.g.cons.rec	D_G_CONSEJO_RECTOR
L	def particip	DEF_PARTICIP
L	def.part.	DEF_PARTICIP
L	def.particip	DEF_PARTICIP
L	defens.part.	DEF_PARTICIP
L	deleg.gneral	DELEGADO_GENERAL
H	delegado	DELEGADO
L	delegado	DELEGADO
L	dep.com.ctr.	DEPOSITARIO_COMISION_CONTROL
H	depositario	DEPOSITARIO
L	depositario	DEPOSITARIO
L	dir. general	DIRECTOR_GENERAL
L	dir. tecnico	DIRECTOR_TECNICO
L	dir.adm.	DIRECTOR_ADMINIS
L	dir.gen.spl	DIRECTOR_GENERAL_SUPLENTE
L	dir.gral.	DIRECTOR_GENERAL
L	dir.gral.adj	DIRECTOR_GENERAL_ADJUNTO
H	director	DIRECTOR
L	director	DIRECTOR
L	director gen	DIRECTOR_GENERAL
R	dm\.unico \d+	ADM_UNICO
L	dtor.adminis	DIRECTOR_ADMINIS
L	dtor.comerc.	DIRECTOR_COMERCIAL
L	dtor.depart.	DIRECTOR_DEPARTAMENTO
L	dtor.ejecut.	DIRECTOR_EJECUTIVO
L	dtor.explota	DIRECTOR_EXPLOTA
L	dtor.fabrica	DIRECTOR_FABRICA
L	dtor.financ.	DIRECTOR_FINANCIERO
L	dtor.gen.adj	DIRECTOR_GENERAL_ADJUNTO
L	dtor.gen.adm	DIRECTOR_GENERAL_ADM
L	dtor.gen.fin	DIRECTOR_GENERAL_FINANCIERO
L	dtor.general	DIRECTOR_GENERAL
L	dtor.market.	DIRECTOR_MARKETING
L	dtor.opercio	DIRECTOR_OPERACIONES
L	dtor.rec.hum	DIRECTOR_RECURSOS_HUMANOS
L	dtor.rel.lab	DIRECTOR_RELACIONES_LABORALES
L	dtor.sucurs.	DIRECTOR_SUCURSAL
L	dtor.tecnico	DIRECTOR_TECNICO
L	ent. gestora	ENTIDAD_GESTORA
L	ent.cogestor	ENTIDAD_COGESTORA
L	ent.deposit.	ENTIDAD_DEPOSITARIA
L	ent.deposita	ENTIDAD_DEPOSITARIA
L	ent.enc.gest	ENTIDAD_ENC_GESTORA
L	ent.gest.act	ENTIDAD_GESTORA_ACT
L	ent.gest.del	ENTIDAD_GESTORA_DEL
L	ent.gest.ind	ENTIDAD_GESTORA_INDEPENDIENTE
L	ent.gestora	ENTIDAD_GESTORA
L	ent.reg.cont	ENT_REG_CONT
L	entd.promo.	ENTIDAD_PROMOTORA
L	enti.gestora	ENTIDAD_GESTORA
L	enti.promot.	ENTIDAD_PROMOTORA
L	entiddeposit	ENTIDAD_DEPOSITARIA
L	exp.ind.	EXP_IND
H	fundador	FUNDADOR
L	fundador	FUNDADOR
L	ger.com.ger	GER_COMISION_GER
L	ger.eje.	GERENTE_EJECUTIVO
H	gerente	GERENTE
L	gerente	GERENTE
L	gerente smcp	GERENTE_SMCP
L	gerente suc.	GERENTE_SUCURSAL
L	gerente uni.	GERENTE_UNI
L	gerente.adjt	GERENTE_ADJUNTO
H	gestor	GESTOR
L	gestor	GESTOR
L	interv.solid	INTERVENTOR_SOLIDARIO
H	interventor	INTERVENTOR
L	interventor	INTERVENTOR
L	intervjudic	INTERVENTOR_JUDICIAL
L	intervsuspg	INTERVENTOR_SUSPG
L	l. asesor	LETRADO_ASESOR
L	letrad.ases.	LETRADO_ASESOR
L	letrd.asesor	LETRADO_ASESOR
L	liq.conc.	LIQUIDADOR_CONC
L	liq.del.man	LIQUIDADOR_DEL_MANCOMUNADO
L	liq.judicial	LIQUIDADOR_JUDICIAL
L	liq.sup.	LIQUIDADOR_SUPLENTE
L	liqc	LIQUIDADOR_CONC
L	liqid.unic	LIQ_UNICO
L	liqmanc	LIQUIDADOR_MANCOMUNADO
L	liqsolid	LIQUISOLI
L	liquid.conc.	LIQUIDADOR_CONC
L	liquid.manc	LIQUIDADOR_MANCOMUNADO
L	liquid.manc.	LIQUIDADOR_MANCOMUNADO
L	liquid.supl.	LIQUIDADOR_SUPLENTE
H	liquidador	LIQUIDADOR
L	liquidador	LIQUIDADOR
L	liquidador m	LIQUIDADOR_MANCOMUNADO
L	liquisoli	LIQUISOLI
L	liqunico	LIQ_UNICO
L	m.c.com.perm	MIEMBRO_C_COMISION_PERM
L	m.c.rep.muni	MIEMBRO_COMISION_REP_MUNI
L	m.com. aseso	MIEMBRO_COM_ASESO
L	m.com.consu.	MIEMBRO_COMISION_CONSU
L	m.com.del.no	MIEMBRO_COMISION_DELEGADA
L	m.com.ej	MIEMBRO_COMISION_EJECUTIVA
L	m.com.ejec	MIEMBRO_COMISION_EJECUTIVA
L	m.com.inv	MIEMBRO_COMITE_INV
L	m.com.nom.re	MIEMBRO_COMISION_NOM_RE
L	m.com.retr.	MIEMBRO_COMISION_RETR
L	m.com.seg.fo	MIEMBRO_COMISION_SEG_FO
L	m.comit.aud	MIEMBRO_COMIT_AUD
L	m.comit.inv	MIEMBRO_COMITE_INV
L	m.comit.rec.	MIEMBRO_COMITE_REC
L	m.cons.liq	MIEMBRO_COMISION_LIQ
L	m.supl.com.r	MIEMBRO_SUPLENTE_COMITE_REC
H	mandatario	MANDATARIO
L	mandatario	MANDATARIO
L	mbro.c.respo	MIEMBRO_COMISION_RESPO
L	mbro.com.ase	MIEMBRO_COM_ASESO
L	mbro.com.aud	MIEMBRO_COM_AUD
L	mbro.com.crt	MIEMBRO_COMISION_CONTROL
L	mbro.com.cto	MIEMBRO_COM_CTO
L	mbro.com.cya	MIEMBRO_COMISION_CYA
L	mbro.com.dir	MIEMBRO_COMISION_DIRECTIVA
L	mbro.com.eje	MIEMBRO_COMISION_EJECUTIVA
L	mbro.com.ger	MIEMBRO_COMISION_GER
L	mbro.com.inv	MIEMBRO_COMITE_INV
L	mbro.com.ret	MIEMBRO_COMISION_RETR
L	mbro.comisio	MIEMBRO_COMISION
L	mbro.con.dir	MIEMBRO_COMISION_DIRECTIVA
L	mbro.cons.go	MIEMBRO_CONSEJERO_GO
L	mbro.cte.nyr	MIEMBRO_COMITE_NOMBRAMIENTOS_Y_RETRIBUCIONES
L	mbro.jta.dir	MIEMBRO_JUNTA_DIRECTIVA
L	mbro.s.o.ctr	MIEMBRO_S_O_CTR
L	meconore	ME_COMITE_NOMBRAMIENTOS_Y_RETRIBUCIONES
H	med.concusal	MEDIAD_CONCUSAL
L	med.concusal	MEDIAD_CONCUSAL
L	mediad.concu	MEDIAD_CONCUSAL
L	mi.o.c.c	MI_O_C_C
L	micoaudi	MIEMBRO_COMISION_AUDIT
L	micories	MIEMBRO_COMISION_RIESGOS
L	mie.com.ejcr	MIEMBRO_COMISION_EJECUTIVA_CR
L	mie.cons.rec	MIEMBRO_CONSEJO_RECTOR
L	miem.a.g.p.v	MIEMBRO_AGPV
L	miem.c.d.c.a	MIEMBRO_CDCA
L	miem.c.pro	MIEMBRO_COMITE_PRO
L	miem.c.ret	MIEMBRO_CONSEJO_RECTOR
L	miem.co.rec	MIEMBRO_CONSEJO_RECTOR
L	miem.co.rec.	MIEMBRO_CONSEJO_RECTOR
L	miem.com.acr	MIEMBRO_COMISION_ACREEDORES
L	miem.com.ctr	MIEMBRO_COMISION_CONTROL
L	miem.com.del	MIEMBRO_COMISION_DELEGADA
L	miem.com.eic	MIEMBRO_COM_EIC
L	miem.com.ej.	MIEMBRO_COMISION_EJECUTIVA
L	miem.com.ger	MIEMBRO_COMISION_GER
L	miem.com.liq	MIEMBRO_COMISION_LIQ
L	miem.com.o.s	MIEMBRO_COMISION_O_S
L	miem.com.rec	MIEMBRO_COMITE_REC
L	miem.com.ri.	MIEMBRO_COMISION_RIESGOS
L	miem.com.seg	MIEMBRO_COMISION_SEGUIMIENTO
L	miem.comayr.	MIEMBRO_COMISION_AYR
L	miem.con.dir	MIEMBRO_CONSEJO_DIRECTIVO
L	miem.cte.con	MIEMBRO_COMITE_CON
L	miem.j.adm.	MIEMBRO_J_ADM
L	miem.j.dir.	MIEMBRO_JUNTA_DIRECTIVA
L	miem.j.g.p.v	MIEMBRO_JGPV
L	miem.j.rec	MIEMBRO_JUNTA_RECTORA
L	miemb.cte.cf	MIEMBRO_COMITE_CF
L	miemcomaucnt	MIEMBRO_COMISION_AU_CNT
L	miemcomaucum	MIEMBRO_COMISION_AU_CUM
L	miemcomdire	MIEMBRO_COMISION_DIRECTIVA
L	miemcomdirec	MIEMBRO_COMISION_DIRECTIVA
L	miemcomindp	MIEMBRO_COMISION_INDEPENDIENTE
L	miemcommix	MIEMBRO_COMISION_MIX
L	mmbr.com.del	MIEMBRO_COMISION_DELEGADA
L	mmbr.com.liq	MIEMBRO_COMISION_LIQ
L	mro.coms.ctr	MIEMBRO_COMISION_CONTROL
L	mro.coms.del	MIEMBRO_COMISION_DELEGADA
L	mro.coms.dir	MIEMBRO_COMISION_DIRECTIVA
L	mro.coms.eje	MIEMBRO_COMISION_EJECUTIVA
L	mro.coms.est	MIEMBRO_COMISION_ESTRATEG
L	mro.coms.liq	MIEMBRO_COMISION_LIQ
L	mro.coms.o.s	MIEMBRO_COMISION_O_S
L	mro.coms.seq	MIEMBRO_COMISION_SEQ
L	mro.coms.vig	MIEMBRO_COMISION_VIG
L	no definido	NO_DEFINIDO
L	obser.con.ad	OBSER_CON_AD
H	otorgante	OTORGANTE
L	otorgante	OTORGANTE
H	otros	OTROS
L	otros	OTROS
L	p.com.ayr	PRESIDENTE_COMISION_AYR
L	p.com.ejec.	PRESIDENTE_COMISION_EJECUTIVA
L	pdte.	PRESIDENTE
L	pdte.cte.nyr	PRESIDENTE_COMITE_NOMBRAMIENTOS_Y_RETRIBUCIONES
R	poderado \d+	APODERADO
L	pr.c.ret	PRESIDENTE_CONSEJO_RECTOR
L	pr.com.ejecu	PRESIDENTE_COMISION_EJECUTIVA
L	pr.com.nom.r	PRESIDENTE_COMITE_NOMBRAMIENTOS_Y_RETRIBUCIONES
L	pr.com.ri.	PRESIDENTE_COMISION_RIESGOS
L	pr.coms.nomb	PRESIDENTE_COMITE_NOMBRAMIENTOS_Y_RETRIBUCIONES
L	pr.cons.liq	PRESIDENTE_COMISION_LIQ
L	pre.c.riesgo	PRESIDENTE_COMISION_RIESGOS
L	pre.com.a.yc	PRESIDENTE_COMISION_A_YC
L	pre.com.anr	PRESIDENTE_COMISION_ANR
L	pre.com.aud.	PRESIDENTE_COM_AUD
L	pre.coms.aud	PRESIDENTE_COM_AUD
L	pre.coms.ctr	PRESIDENTE_COMISION_CONTROL
L	pre.coms.d.i	PRESIDENTE_COMS_D_I
L	pre.coms.del	PRESIDENTE_COMISION_DELEGADA
L	pre.coms.eje	PRESIDENTE_COMISION_EJECUTIVA
L	pre.coms.o.s	PRESIDENTE_COMISION_O_S
L	pre.cons.rec	PRESIDENTE_CONSEJO_RECTOR
L	pre.jta.rect	PRESIDENTE_JUNTA_RECTORA
L	precoaudi	PRESIDENTE_COMISION_AUDIT
L	precomaudit	PRESIDENTE_COMIT_AUD
L	precomaudit.	PRESIDENTE_COMIT_AUD
L	precomnomre	PRESIDENTE_COMITE_NOMBRAMIENTOS_Y_RETRIBUCIONES
L	precories	PRESIDENTE_COMISION_RIESGOS
L	precteadmres	PRESIDENTE_COMITE_ADM_RES
L	pres. honor.	PRESIDENTE_HONORIFICO
L	pres. sup	PRESIDENTE_SUPLENTE
L	pres.asam.so	PRESIDENTE_ASAM_SO
L	pres.c.pro	PRESIDENTE_COMITE_PRO
L	pres.com.con	PRESIDENTE_COMISION_CONTROL
L	pres.com.ctr	PRESIDENTE_COMISION_CONTROL
L	pres.com.del	PRESIDENTE_COMISION_DELEGADA
L	pres.com.eic	PRESIDENTE_COM_EIC
L	pres.com.ej.	PRESIDENTE_COMISION_EJECUTIVA
L	pres.com.eje	PRESIDENTE_COMISION_EJECUTIVA
L	pres.com.inv	PRESIDENTE_COMISION_INV
L	pres.com.liq	PRESIDENTE_COMISION_LIQ
L	pres.com.o.s	PRESIDENTE_COMISION_O_S
L	pres.com.ret	PRESIDENTE_CONSEJO_RECTOR
L	pres.com.seg	PRESIDENTE_COMISION_SEGUIMIENTO
L	pres.con.dir	PRESIDENTE_CONSEJO_DIRECTIVO
L	pres.con.rec	PRESIDENTE_CONSEJO_RECTOR
L	pres.ejecut.	PRESIDENTE_EJECUTIVO
L	pres.honori.	PRESIDENTE_HONORIFICO
L	pres.honorif	PRESIDENTE_HONORIFICO
L	pres.j.adm	PRESIDENTE_J_ADM
L	pres.j.adm.	PRESIDENTE_J_ADM
L	pres.j.dir.	PRESIDENTE_JUNTA_DIRECTIVA
L	pres.j.g.p.v	PRESIDENTE_JGPV
L	pres.j.rec	PRESIDENTE_JUNTA_RECTORA
L	pres.junta	PRESIDENTE_JUNTA
L	pres.nomb.re	PRESIDENTE_COMITE_NOMBRAMIENTOS_Y_RETRIBUCIONES
L	prescomaucnt	PRESIDENTE_COMISION_AU_CNT
L	prescomaucum	PRESIDENTE_COMISION_AU_CUM
L	prescomdirec	PRESIDENTE_COMISION_DIRECTIVA
L	prescomigest	PRESIDENTE_COMISION_GESTORA
L	presejecutiv	PRESIDENTE_EJECUTIVO
L	presen.conc.	PRESEN_CONC
L	presi.gest.	PRESIDENTE_GESTOR
